PR_AUC,ROC_AUC,Precision,Recall,F1,Specificity,Balanced_Acc,Brier,ECE,FNR,CostRisk,tau_F1,tau_HR,tau_cost,cm_F1_tn,cm_F1_fp,cm_F1_fn,cm_F1_tp,cm_HR_tn,cm_HR_fp,cm_HR_fn,cm_HR_tp,Recall_HR,Precision_HR,FPR_HR,model,scenario,split,PR_AUC_std,FNR_std,model_code,model_name,tier,complexity_score,validation_protocol,step,Latency_ms,CompositeScore,best_PR_AUC,best_ROC_AUC,best_Precision,best_Recall,best_F1,best_Specificity,best_Balanced_Acc,best_CompositeScore,best_FNR,best_Brier,best_ECE,best_Latency_ms
0.07848521950740468,0.34316989272388054,0.14463197374589778,0.9640625,0.25152874031797795,0.31921641791044775,0.6416394589552239,0.11069578552649614,0.10134323515673532,0.0359375,7775.0,0.004925133858236138,0.005,0.004,3422,7298,46,1234,3423,7297,49,1231,0.96171875,0.14434803001876173,0.6806902985074627,C2,step3_noise,leave-level-out,0.08245509144846903,0.0,C2,Physics-regularized logistic,Tier C,2.6,V3_leave_Sgn,step3_noise,0.9173012502287747,0.559336163318853,0,0,0,0,0,0,0,0,0,0,1,1
0.10666666666666667,0.5,0.10666666666666667,1.0,0.1927710843373494,0.0,0.5,0.10666645333433333,0.10666566666666667,0.0,10720.0,1e-06,0.0,0.0,0,10720,0,1280,0,10720,0,1280,1.0,0.10666666666666667,1.0,C3,step3_noise,leave-level-out,0.14163242538250234,0.0,C3,Two-stage hybrid,Tier C,5.0,V3_leave_Sgn,step3_noise,7.755825000276673,0.5840002353329333,0,0,0,1,0,0,0,1,1,0,0,0
0.910758777752048,0.9900241954291045,0.8159303882195449,0.95234375,0.8788752703677001,0.9743470149253731,0.9633453824626865,0.04702235768236791,0.06297969302936993,0.04765625,531.0,0.9803081906628351,0.98,0.7020000000000001,10445,275,61,1219,10444,276,61,1219,0.95234375,0.8153846153846154,0.025746268656716417,A1,step3_noise,leave-level-out,0.09391874612022606,0.025928943957053138,A1,Logistic + interactions,Tier A,1.0,V3_leave_Ik,step3_noise,1.829631250075181,0.9193679265734666,0,0,0,0,0,0,0,0,0,0,0,0
0.9995888480819748,0.999966694846082,1.0,0.98203125,0.9909341742215215,1.0,0.991015625,0.002336604086076938,0.0024168355308563398,0.01796875,39.0,1.0,1.0,0.001,10720,0,23,1257,10720,0,23,1257,0.98203125,1.0,0.0,A2,step3_noise,leave-level-out,0.0005308394830864156,0.012200822403483962,A2,Shallow Decision Tree,Tier A,1.6,V3_leave_Ik,step3_noise,1.8109812499460531,0.9922493097687306,0,0,1,0,0,1,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00249720914192013,0.01004182457354535,0.0,0.0,0.627539647650325,0.65,0.439,10720,0,0,1280,10720,0,51,1229,0.96015625,1.0,0.0,B1,step3_noise,leave-level-out,0.0,0.0,B1,Random Forest (tuned),Tier B,3.0,V3_leave_Ik,step3_noise,7.102408750142786,0.9974948426572001,1,1,1,1,1,1,1,0,1,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.636919846652893e-10,1.018520011320667e-05,0.0,0.0,0.9993712991315951,0.999,0.001,10720,0,0,1280,10720,0,0,1280,1.0,1.0,0.0,B2,step3_noise,leave-level-out,0.0,0.0,B2,Gradient Boosting,Tier B,3.4,V3_leave_Ik,step3_noise,9.32492124993587,0.9999984719945063,1,1,1,1,1,1,1,1,1,1,1,0
0.9986041666666666,0.999218021222015,1.0,0.9984375,0.9992181391712275,1.0,0.99921875,0.0007333788758623047,0.0014762367528578693,0.0015625,20.0,0.4059349204791497,1.0,0.036000000000000004,10720,0,2,1278,10720,0,60,1220,0.953125,1.0,0.0,B3,step3_noise,leave-level-out,0.00202373690168155,0.0022773165255605392,B3,Calibrated B2 (isotonic),Tier B,3.8,V3_leave_Ik,step3_noise,22.6950525000575,0.998380004603393,0,0,1,0,0,1,0,0,0,0,0,0
0.17760388758837733,0.5522243397271456,0.14611072179397336,0.32578125,0.20174165457184326,0.7726679104477612,0.5492245802238807,0.0932971743337075,0.029818495485882827,0.67421875,10720.0,0.13708600067189308,0.046,0.0,8283,2437,863,417,485,10235,55,1225,0.95703125,0.10689354275741711,0.9547574626865671,C1,step3_noise,leave-level-out,0.010764962859259278,0.06186436889577125,C1,Monotonic-constrained GBM,Tier C,4.4,V3_leave_Ik,step3_noise,8.397401250113035,0.39327334847898554,0,0,0,0,0,0,0,0,0,0,0,0
0.9925157932261096,0.9987767461520523,0.9884678747940692,0.9375,0.9623095429029672,0.9986940298507463,0.9680970149253731,0.03466624125798171,0.08668493023980327,0.0625,313.0,0.8023755392321588,0.741,0.653,10706,14,80,1200,10653,67,64,1216,0.95,0.9477786438035853,0.00625,C2,step3_noise,leave-level-out,0.003247624333832684,0.002999912633724826,C2,Physics-regularized logistic,Tier C,2.6,V3_leave_Ik,step3_noise,0.9173012502287747,0.9482620812512808,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0013383226807519466,0.005327948892376189,0.0,0.0,0.5967741935483872,0.717,0.299,10720,0,0,1280,10720,0,62,1218,0.9515625,1.0,0.0,C3,step3_noise,leave-level-out,0.0,0.0,C3,Two-stage hybrid,Tier C,5.0,V3_leave_Ik,step3_noise,7.755825000276673,0.9986654785938429,1,1,1,1,1,1,1,0,1,0,0,0
0.9998972709758461,0.9999875378964552,0.9937646141855028,0.99609375,0.9949278189621538,0.9992537313432835,0.9976737406716418,0.0029620919115572845,0.009677004909739988,0.00390625,34.0,0.7091636467212853,0.968,0.629,10712,8,5,1275,10720,0,63,1217,0.95078125,1.0,0.0,A1,step1_static,stratified,2.631763792626529e-05,0.0015625,A1,Logistic + interactions,Tier A,1.0,V1_stratified,step2_robustness,1.829631250075181,0.9959553333892546,0,0,0,0,0,0,0,0,0,0,0,0
0.9992541435325665,0.9999390377215485,0.9726443768996961,1.0,0.9861325115562404,0.9966417910447761,0.9983208955223881,0.002406019507695277,0.00218218123299912,0.0,36.0,0.8410041841004183,0.986,0.001,10684,36,0,1280,10719,1,60,1220,0.953125,0.9991809991809992,9.328358208955224e-05,A2,step1_static,stratified,0.000789081357358834,0.0,A2,Shallow Decision Tree,Tier A,1.6,V1_stratified,step2_robustness,1.8109812499460531,0.9984119224249985,0,0,0,1,0,0,0,0,1,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00047655556899892776,0.0034942084459526636,0.0,0.0,0.590743543387877,0.932,0.41100000000000003,10720,0,0,1280,10720,0,61,1219,0.95234375,1.0,0.0,B1,step1_static,stratified,0.0,0.0,B1,Random Forest (tuned),Tier B,3.0,V1_stratified,step2_robustness,7.102408750142786,0.9992852465055075,1,1,1,1,1,1,1,0,1,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.041948438458084e-08,1.782089000281033e-05,0.0,0.0,0.9925090384241911,0.999,0.003,10720,0,0,1280,10720,0,16,1264,0.9875,1.0,0.0,B2,step1_static,stratified,0.0,0.0,B2,Gradient Boosting,Tier B,3.4,V1_stratified,step2_robustness,9.32492124993587,0.9999973146987058,1,1,1,1,1,1,1,1,1,1,1,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4716140676249791e-06,2.0517682308533715e-05,0.0,0.0,0.9901392888693481,1.0,0.122,10720,0,0,1280,10720,0,3,1277,0.99765625,1.0,0.0,B3,step1_static,stratified,0.0,0.0,B3,Calibrated B2 (isotonic),Tier B,3.8,V1_stratified,step2_robustness,22.6950525000575,0.9999963337020267,1,1,1,1,1,1,1,0,1,0,0,0
0.16161866150753565,0.5095844507929105,0.10684474123539232,1.0,0.19306184012066366,0.0018656716417910447,0.5009328358208955,0.09402242212369996,0.032991268676874345,0.0,10711.0,0.006801074989879958,0.043000000000000003,0.007,20,10700,0,1280,417,10303,60,1220,0.953125,0.10587520610952009,0.9611007462686567,C1,step1_static,stratified,0.00038936586010367147,0.0,C1,Monotonic-constrained GBM,Tier C,4.4,V1_stratified,step2_robustness,8.397401250113035,0.6220898054520032,0,0,0,1,0,0,0,0,1,0,0,0
0.9947463319185158,0.9993223822294777,0.9860997547015535,0.9421875,0.9636436276468238,0.9984141791044776,0.9703008395522388,0.03683178064380422,0.09170934682059013,0.0578125,226.0,0.8085408773128757,0.777,0.659,10703,17,74,1206,10677,43,64,1216,0.95,0.965845909451946,0.004011194029850746,C2,step1_static,stratified,0.0012840205220161494,0.017968750000000002,C2,Physics-regularized logistic,Tier C,2.6,V1_stratified,step2_robustness,0.9173012502287747,0.949175043486796,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.508282335095436e-05,0.00025342855990274715,0.0,0.0,0.7596153846153846,0.999,0.147,10720,0,0,1280,10720,0,17,1263,0.98671875,1.0,0.0,C3,step1_static,stratified,0.0,0.0,C3,Two-stage hybrid,Tier C,5.0,V1_stratified,step2_robustness,7.755825000276673,0.9999479525866742,1,1,1,1,1,1,1,0,1,0,0,0
0.9999914181173631,0.9999989797108209,0.9992193598750976,1.0,0.9996095275283092,0.9999067164179104,0.9999533582089553,0.002809359366943561,0.010342664602449609,0.0,1.0,0.731476307270704,0.975,0.7000000000000001,10719,1,0,1280,10720,0,63,1217,0.95078125,1.0,0.0,A1,step1_static,grouped,8.491868687177107e-06,0.0,A1,Logistic + interactions,Tier A,1.0,V2_grouped,step2_robustness,1.829631250075181,0.9973214238098004,0,0,0,1,0,0,0,0,1,0,0,0
0.9996157816400999,0.9999722699976679,0.9944881889763779,0.98671875,0.9905882352941177,0.9993470149253731,0.9930328824626866,0.001958642985891539,0.001918731547966992,0.01328125,32.0,0.9340506056472375,1.0,0.001,10713,7,17,1263,10720,0,31,1249,0.97578125,1.0,0.0,A2,step1_static,grouped,0.00037528793359814516,0.013219284603421462,A2,Shallow Decision Tree,Tier A,1.6,V2_grouped,step2_robustness,1.8109812499460531,0.9941266082294883,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,0.00030468640035838135,0.0030679626818539444,0.0,0.0,0.7780397986741971,0.9420000000000001,0.402,10720,0,0,1280,10720,0,64,1216,0.95,1.0,0.0,B1,step1_static,grouped,0.0,0.0,B1,Random Forest (tuned),Tier B,3.0,V2_grouped,step2_robustness,7.102408750142786,0.9994179310375785,1,0,1,1,1,1,1,0,1,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.646213827180622e-10,9.496225813421171e-06,0.0,0.0,0.9998383494793006,0.999,0.001,10720,0,0,1280,10720,0,0,1280,1.0,1.0,0.0,B2,step1_static,grouped,0.0,0.0,B2,Gradient Boosting,Tier B,3.4,V2_grouped,step2_robustness,9.32492124993587,0.9999985754602795,1,1,1,1,1,1,1,1,1,1,1,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.831423540327337e-07,1.1014048635635839e-05,0.0,0.0,0.9998009719166163,1.0,0.075,10720,0,0,1280,10720,0,2,1278,0.9984375,1.0,0.0,B3,step1_static,grouped,0.0,0.0,B3,Calibrated B2 (isotonic),Tier B,3.8,V2_grouped,step2_robustness,22.6950525000575,0.999998114635763,1,1,1,1,1,1,1,0,1,0,0,0
0.16516136528699643,0.5170893700443098,0.10666666666666667,1.0,0.1927710843373494,0.0,0.5,0.09404277188079267,0.03126398342672706,0.0,10720.0,0.006532616874038576,0.04,0.0,0,10720,0,1280,382,10338,59,1221,0.95390625,0.10563197508434986,0.9643656716417911,C1,step1_static,grouped,0.002676016158174921,0.0,C1,Monotonic-constrained GBM,Tier C,4.4,V2_grouped,step2_robustness,8.397401250113035,0.6237578398484724,0,0,0,1,0,0,0,0,1,0,0,0
0.9955074399338666,0.9994325734608209,0.981346309813463,0.9453125,0.962992439315559,0.9978544776119403,0.9715834888059702,0.03689515443163334,0.09164239243093138,0.0546875,181.0,0.8000646351522469,0.783,0.672,10697,23,70,1210,10686,34,64,1216,0.95,0.9728,0.003171641791044776,C2,step1_static,grouped,0.0013997761948955079,0.017451555332026338,C2,Physics-regularized logistic,Tier C,2.6,V2_grouped,step2_robustness,0.9173012502287747,0.9505579303362536,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.081253688200878e-06,9.142950857197562e-05,0.0,0.0,0.8983050847457629,0.999,0.113,10720,0,0,1280,10720,0,10,1270,0.9921875,1.0,0.0,C3,step1_static,grouped,0.0,0.0,C3,Two-stage hybrid,Tier C,5.0,V2_grouped,step2_robustness,7.755825000276673,0.9999842530722389,1,1,1,1,1,1,1,0,1,0,0,0
0.32067946925718727,0.7836653888759328,0.49445531637312456,0.5921875,0.5389264130821187,0.9277052238805971,0.7599463619402985,0.1119674495304376,0.11432775547149693,0.4078125,5779.0,0.0023579833847747916,0.0,0.002,9945,775,522,758,0,10720,0,1280,1.0,0.10666666666666667,1.0,A1,step1_static,leave-level-out,0.35569041033445886,0.19635488143159666,A1,Logistic + interactions,Tier A,1.0,V3_leave_Sgn,step2_robustness,1.829631250075181,0.5236012695699753,1,1,1,0,1,1,1,0,0,0,0,0
0.10666666666666667,0.5,0.10666666666666667,1.0,0.1927710843373494,0.0,0.5,0.10666666666666667,0.10666666666666667,0.0,10720.0,0.0,0.0,0.0,0,10720,0,1280,0,10720,0,1280,1.0,0.10666666666666667,1.0,A2,step1_static,leave-level-out,0.14163242538250234,0.0,A2,Shallow Decision Tree,Tier A,1.6,V3_leave_Sgn,step2_robustness,1.8109812499460531,0.584,0,0,0,1,0,0,0,0,1,0,0,0
0.10635454250351706,0.4980964683418843,0.10666666666666667,1.0,0.1927710843373494,0.0,0.5,0.10665246696894409,0.1064617371081334,0.0,10720.0,0.0,0.0,0.0,0,10720,0,1280,0,10720,0,1280,1.0,0.10666666666666667,1.0,B1,step1_static,leave-level-out,0.12606801332522272,0.30743773095067284,B1,Random Forest (tuned),Tier B,3.0,V3_leave_Sgn,step2_robustness,7.102408750142786,0.5839115696476092,0,0,0,1,0,0,0,0,1,1,0,0
0.10316790629427243,0.145463575676306,0.10666666666666667,1.0,0.1927710843373494,0.0,0.5,0.10666653408612073,0.10666155573233653,0.0,10720.0,3.546231421259651e-07,0.0,0.0,0,10720,0,1280,0,10720,0,1280,1.0,0.10666666666666667,1.0,B2,step1_static,leave-level-out,0.12686622519070695,0.0,B2,Gradient Boosting,Tier B,3.4,V3_leave_Sgn,step2_robustness,9.32492124993587,0.5826013155234102,0,0,0,1,0,0,0,0,1,0,0,0
0.10666666666666667,0.5,0.10666666666666667,1.0,0.1927710843373494,0.0,0.5,0.10666666666666667,0.10666666666666667,0.0,10720.0,0.0,0.0,0.0,0,10720,0,1280,0,10720,0,1280,1.0,0.10666666666666667,1.0,B3,step1_static,leave-level-out,0.14163242538250234,0.0,B3,Calibrated B2 (isotonic),Tier B,3.8,V3_leave_Sgn,step2_robustness,22.6950525000575,0.584,0,0,0,1,0,0,0,0,1,0,0,0
0.09752266381524498,0.1519951026119403,0.10666666666666667,1.0,0.1927710843373494,0.0,0.5,0.12320220646043246,0.19643385987922352,0.0,10720.0,4.4710884008101596e-07,0.0,0.0,0,10720,0,1280,0,10720,0,1280,1.0,0.10666666666666667,1.0,C1,step1_static,leave-level-out,0.13413350869639643,0.3279335796807177,C1,Monotonic-constrained GBM,Tier C,4.4,V3_leave_Sgn,step2_robustness,8.397401250113035,0.5602631039600415,0,0,0,1,0,0,0,0,1,0,0,0
0.0784837574516047,0.3431531308302239,0.14463197374589778,0.9640625,0.25152874031797795,0.31921641791044775,0.6416394589552239,0.1106963299697044,0.10134388067674278,0.0359375,7775.0,0.004925952757980946,0.005,0.004,3422,7298,46,1234,3423,7297,49,1231,0.96171875,0.14434803001876173,0.6806902985074627,C2,step1_static,leave-level-out,0.08245141198381056,0.0,C2,Physics-regularized logistic,Tier C,2.6,V3_leave_Sgn,step2_robustness,0.9173012502287747,0.5593352638912487,0,0,0,0,0,0,0,0,0,0,1,1
0.10666666666666667,0.5,0.10666666666666667,1.0,0.1927710843373494,0.0,0.5,0.10666645333433333,0.10666566666666667,0.0,10720.0,1e-06,0.0,0.0,0,10720,0,1280,0,10720,0,1280,1.0,0.10666666666666667,1.0,C3,step1_static,leave-level-out,0.14163242538250234,0.0,C3,Two-stage hybrid,Tier C,5.0,V3_leave_Sgn,step2_robustness,7.755825000276673,0.5840002353329333,0,0,0,1,0,0,0,1,1,0,0,0
0.9105754757965498,0.990030025652985,0.8183646112600537,0.95390625,0.8809523809523809,0.9747201492537313,0.9643131996268657,0.04685258508221179,0.06285075036475565,0.04609375,521.0,0.9803179258105625,0.98,0.716,10449,271,59,1221,10447,273,59,1221,0.95390625,0.8172690763052208,0.02546641791044776,A1,step1_static,leave-level-out,0.09385913816815028,0.02506445304819391,A1,Logistic + interactions,Tier A,1.0,V3_leave_Ik,step2_robustness,1.829631250075181,0.9199287312310218,0,0,0,0,0,0,0,0,0,0,0,0
0.9995888480819748,0.999966694846082,1.0,0.98203125,0.9909341742215215,1.0,0.991015625,0.002336604086076938,0.0024168355308563398,0.01796875,39.0,1.0,1.0,0.001,10720,0,23,1257,10720,0,23,1257,0.98203125,1.0,0.0,A2,step1_static,leave-level-out,0.0005308394830864156,0.012200822403483962,A2,Shallow Decision Tree,Tier A,1.6,V3_leave_Ik,step2_robustness,1.8109812499460531,0.9922493097687306,0,0,1,0,0,1,0,0,0,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0024877790166902627,0.010023677360603946,0.0,0.0,0.627539647650325,0.65,0.439,10720,0,0,1280,10720,0,50,1230,0.9609375,1.0,0.0,B1,step1_static,leave-level-out,0.0,0.0,B1,Random Forest (tuned),Tier B,3.0,V3_leave_Ik,step2_robustness,7.102408750142786,0.9975013367892333,1,1,1,1,1,1,1,0,1,0,0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.636919846652893e-10,1.018520011320667e-05,0.0,0.0,0.9993712991315951,0.999,0.001,10720,0,0,1280,10720,0,0,1280,1.0,1.0,0.0,B2,step1_static,leave-level-out,0.0,0.0,B2,Gradient Boosting,Tier B,3.4,V3_leave_Ik,step2_robustness,9.32492124993587,0.9999984719945063,1,1,1,1,1,1,1,1,1,1,1,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0005700497693945669,0.001358843227062465,0.0,0.0,0.4059349204791497,1.0,0.036000000000000004,10720,0,0,1280,10720,0,60,1220,0.953125,1.0,0.0,B3,step1_static,leave-level-out,0.0,0.0,B3,Calibrated B2 (isotonic),Tier B,3.8,V3_leave_Ik,step2_robustness,22.6950525000575,0.9995681536081829,1,1,1,1,1,1,1,0,1,0,0,0
0.1775104077333271,0.5522998411263993,0.14610276127228242,0.3265625,0.2018836029944458,0.7721082089552239,0.549335354477612,0.09330161368692377,0.02985742893777652,0.6734375,10720.0,0.13708600067189308,0.046,0.0,8277,2443,862,418,484,10236,56,1224,0.95625,0.1068062827225131,0.9548507462686567,C1,step1_static,leave-level-out,0.01083704709904603,0.07195156189375011,C1,Monotonic-constrained GBM,Tier C,4.4,V3_leave_Ik,step2_robustness,8.397401250113035,0.3935017782778948,0,0,0,0,0,0,0,0,0,0,0,0
0.992510343634196,0.9987763817630597,0.9941715237302248,0.9328125,0.962515114873035,0.9993470149253731,0.9660797574626866,0.034663249265889914,0.08681257510207595,0.0671875,311.0,0.8156291899285057,0.741,0.658,10713,7,86,1194,10653,67,64,1216,0.95,0.9477786438035853,0.00625,C2,step1_static,leave-level-out,0.003248648446404174,0.002970472343025247,C2,Physics-regularized logistic,Tier C,2.6,V3_leave_Ik,step2_robustness,0.9173012502287747,0.946601326482011,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0013155266643230148,0.0052824022041087935,0.0,0.0,0.6410256410256411,0.717,0.291,10720,0,0,1280,10720,0,59,1221,0.95390625,1.0,0.0,C3,step1_static,leave-level-out,0.0,0.0,C3,Two-stage hybrid,Tier C,5.0,V3_leave_Ik,step2_robustness,7.755825000276673,0.9986814290036544,1,1,1,1,1,1,1,0,1,0,0,0
