t,PH_alarm,DDM_alarm,ADWIN_alarm,error,prob
15833,0,0,0,0.0,0.9562043795620437
15834,0,0,0,0.0,0.3357664233576642
15835,0,0,0,0.0,0.9562043795620437
15836,0,0,0,0.0,0.8102189781021898
15837,0,0,0,0.0,0.999999
15838,0,0,0,0.0,0.5401459854014597
15839,0,0,0,0.0,0.5036496350364963
15840,0,0,0,0.0,0.927007299270073
15841,0,0,0,0.0,0.854014598540146
15842,0,0,0,0.0,0.44525547445255476
15843,0,0,0,0.0,0.5255474452554745
15844,0,0,0,0.0,0.9416058394160584
15845,0,0,0,0.0,0.999999
15846,0,0,0,0.0,0.8102189781021898
15847,0,0,0,0.0,0.3941605839416058
15848,0,0,0,0.0,0.8613138686131386
15849,0,0,0,0.0,0.9416058394160584
15850,0,0,0,0.0,0.9343065693430657
15851,0,0,0,0.0,0.999999
15852,0,0,0,0.0,0.999999
15853,0,0,0,0.0,0.999999
15854,0,0,0,0.0,0.999999
