t,PH_alarm,DDM_alarm,ADWIN_alarm,error,prob
2052,0,0,0,0.0,1e-06
2053,0,0,0,0.0,0.13138686131386862
2054,0,0,0,0.0,1e-06
2055,0,0,0,0.0,1e-06
2056,0,0,0,0.0,1e-06
2057,0,0,0,0.0,1e-06
2058,0,0,0,0.0,1e-06
2059,0,0,0,0.0,1e-06
2060,0,0,0,0.0,1e-06
2061,0,0,0,0.0,1e-06
2062,0,0,0,0.0,1e-06
2063,0,0,0,0.0,1e-06
2064,0,0,0,0.0,1e-06
2065,0,0,0,0.0,1e-06
2066,0,0,0,0.0,1e-06
2067,0,0,0,0.0,1e-06
2068,0,0,0,0.0,1e-06
2069,0,0,0,0.0,1e-06
2070,0,0,0,0.0,1e-06
2071,0,0,0,0.0,1e-06
2072,0,0,0,0.0,1e-06
2073,0,0,0,0.0,1e-06
2074,0,0,0,0.0,1e-06
2075,0,0,0,0.0,1e-06
2076,0,0,0,0.0,1e-06
2077,0,0,0,0.0,1e-06
2078,0,0,0,0.0,1e-06
2079,0,0,0,0.0,1e-06
2080,0,0,0,0.0,1e-06
2081,0,0,0,0.0,1e-06
2082,0,0,0,0.0,1e-06
2083,0,0,0,0.0,1e-06
2084,0,0,0,0.0,1e-06
2085,0,0,0,0.0,1e-06
2086,0,0,0,0.0,1e-06
2087,0,0,0,0.0,1e-06
2088,0,0,0,0.0,1e-06
2089,0,0,0,0.0,1e-06
2090,0,0,0,0.0,1e-06
2091,0,0,0,0.0,1e-06
2092,0,0,0,0.0,1e-06
2093,0,0,0,0.0,1e-06
2094,0,0,0,0.0,1e-06
2095,0,0,0,0.0,1e-06
2096,0,0,0,0.0,1e-06
2097,0,0,0,0.0,1e-06
2098,0,0,0,0.0,1e-06
2099,0,0,0,0.0,1e-06
2100,0,0,0,0.0,1e-06
2101,0,0,0,0.0,0.999999
2102,0,0,0,0.0,0.999999
2103,0,0,0,0.0,0.999999
2104,0,0,0,0.0,0.999999
2105,0,0,0,0.0,0.999999
2106,0,0,0,0.0,0.999999
2107,0,0,0,0.0,0.999999
2108,0,0,0,0.0,0.999999
2109,0,0,0,0.0,0.8102189781021898
2110,0,0,0,0.0,0.999999
2111,0,0,0,0.0,0.999999
2112,0,0,0,0.0,0.999999
2113,0,0,0,0.0,0.999999
2114,0,0,0,0.0,0.999999
2115,0,0,0,0.0,0.999999
2116,0,0,0,0.0,0.999999
2117,0,0,0,0.0,0.999999
2118,0,0,0,0.0,0.9635036496350365
2119,0,0,0,0.0,0.9489051094890512
2120,0,0,0,0.0,0.999999
2121,0,0,0,0.0,0.9416058394160584
2122,0,0,0,0.0,0.9562043795620437
2123,0,0,0,0.0,0.999999
2124,0,0,0,0.0,0.5401459854014597
2125,0,0,0,0.0,0.9343065693430657
2126,0,0,0,0.0,0.999999
2127,0,0,0,0.0,0.9416058394160584
2128,0,0,0,0.0,0.927007299270073
2129,0,0,0,0.0,0.9343065693430657
2130,0,0,0,0.0,0.999999
2131,0,0,0,0.0,0.999999
2132,0,0,0,0.0,0.9489051094890512
2133,0,0,0,0.0,0.9562043795620437
2134,0,0,0,0.0,0.9343065693430657
2135,0,0,0,0.0,0.999999
2136,0,0,0,0.0,0.9343065693430657
2137,0,0,0,0.0,0.999999
2138,0,0,0,0.0,0.999999
2139,0,0,0,0.0,0.9197080291970803
2140,0,0,0,0.0,0.999999
2141,0,0,0,0.0,0.9197080291970803
2142,0,0,0,0.0,0.9343065693430657
2143,0,0,0,0.0,0.927007299270073
2144,0,0,0,0.0,0.999999
2145,0,0,0,0.0,0.999999
2146,0,0,0,0.0,0.9197080291970803
2147,0,0,0,0.0,0.9708029197080291
2148,0,0,0,0.0,0.4963503649635036
2149,0,0,0,0.0,0.999999
2150,0,0,0,0.0,0.9416058394160584
2151,0,0,0,0.0,0.999999
2152,0,0,0,0.0,0.999999
2153,0,0,0,0.0,0.999999
2154,0,0,0,0.0,0.999999
2155,0,0,0,0.0,0.999999
2156,0,0,0,0.0,0.999999
2157,0,0,0,0.0,0.6934306569343065
2158,0,0,0,0.0,0.6131386861313868
2159,0,0,0,0.0,0.999999
2160,0,0,0,0.0,0.5255474452554745
2161,0,0,0,0.0,0.5912408759124088
2162,0,0,0,0.0,0.999999
2163,0,0,0,0.0,0.4233576642335766
2164,0,0,0,0.0,0.7956204379562044
2165,0,0,0,0.0,0.9781021897810219
2166,0,0,0,0.0,0.9562043795620437
2167,0,0,0,0.0,0.999999
2168,0,0,0,0.0,0.5036496350364963
2169,0,0,0,0.0,0.9562043795620437
2170,0,0,0,0.0,0.5182481751824818
2171,0,0,0,1.0,0.13138686131386862
2172,0,0,0,0.0,0.45255474452554745
2173,0,0,0,0.0,0.999999
2174,0,0,0,0.0,0.9562043795620437
2175,0,0,0,0.0,0.8832116788321167
2176,0,0,0,0.0,0.927007299270073
2177,0,0,0,0.0,0.927007299270073
2178,0,0,0,0.0,0.7372262773722628
2179,0,0,0,0.0,0.8613138686131386
2180,0,0,0,0.0,0.8102189781021898
2181,0,0,0,0.0,0.999999
2182,0,0,0,0.0,0.999999
2183,0,0,0,0.0,0.9343065693430657
2184,0,0,0,0.0,0.9489051094890512
2185,0,0,0,0.0,0.999999
2186,0,0,0,0.0,0.999999
2187,0,0,0,0.0,0.999999
2188,0,0,0,0.0,0.9197080291970803
2189,0,0,0,0.0,0.7664233576642335
2190,0,0,0,0.0,0.5109489051094891
2191,0,0,0,0.0,0.9927007299270072
2192,0,0,0,0.0,0.8102189781021898
2193,0,0,0,0.0,0.7664233576642335
2194,0,0,0,0.0,0.999999
2195,0,0,0,0.0,0.854014598540146
2196,0,0,0,0.0,0.999999
2197,0,0,0,0.0,0.46715328467153283
2198,0,0,0,0.0,0.5255474452554745
2199,0,0,0,0.0,0.41605839416058393
2200,0,0,0,0.0,0.5109489051094891
2201,0,0,0,0.0,0.999999
2202,0,0,0,0.0,0.999999
2203,0,0,0,0.0,0.583941605839416
2204,0,0,0,0.0,0.5328467153284672
2205,0,0,0,0.0,0.5547445255474451
2206,0,0,0,0.0,0.37956204379562036
2207,0,0,0,1.0,0.291970802919708
2208,0,0,0,0.0,0.072992700729927
2209,0,0,0,1.0,0.6131386861313868
2210,0,0,0,1.0,0.5328467153284672
2211,0,0,0,0.0,0.029197080291970805
2212,0,0,0,0.0,0.11678832116788322
2213,0,0,0,1.0,0.4233576642335766
2214,0,0,0,0.0,0.06569343065693431
2215,0,0,0,1.0,0.6204379562043796
2216,0,0,0,0.0,0.014598540145985401
2217,0,0,0,0.0,0.11678832116788322
2218,0,0,0,0.0,0.029197080291970805
2219,0,0,0,0.0,1e-06
2220,0,0,0,0.0,1e-06
2221,0,0,0,1.0,0.48905109489051096
2222,0,0,0,1.0,0.5328467153284672
2223,0,0,0,0.0,1e-06
2224,0,0,0,0.0,1e-06
2225,0,0,0,0.0,0.0510948905109489
2226,0,0,0,0.0,0.029197080291970805
2227,0,0,0,0.0,1e-06
2228,0,0,0,1.0,0.45985401459854014
2229,0,0,0,0.0,0.072992700729927
2230,0,0,0,0.0,0.11678832116788322
2231,0,0,0,1.0,0.3065693430656934
2232,0,0,0,1.0,0.4963503649635036
2233,0,0,0,0.0,0.06569343065693431
2234,0,0,0,0.0,0.0510948905109489
2235,0,0,0,0.0,0.06569343065693431
2236,0,0,0,0.0,1e-06
2237,0,0,0,0.0,0.1094890510948905
2238,0,0,0,0.0,0.0510948905109489
2239,0,0,0,0.0,0.06569343065693431
2240,0,0,0,0.0,0.029197080291970805
2241,0,0,0,0.0,0.0510948905109489
2242,0,0,0,0.0,0.0510948905109489
2243,0,0,0,0.0,1e-06
2244,0,0,0,0.0,0.06569343065693431
2245,0,0,0,1.0,0.45985401459854014
2246,0,0,0,0.0,0.0510948905109489
2247,0,0,0,0.0,1e-06
2248,0,0,0,0.0,1e-06
2249,0,0,0,1.0,0.5912408759124088
2250,0,0,0,0.0,0.0437956204379562
2251,0,0,0,0.0,0.7080291970802919
2252,0,0,0,0.0,0.9635036496350365
2253,0,0,0,1.0,0.4306569343065693
2254,0,0,0,1.0,0.21897810218978103
2255,0,0,0,0.0,1e-06
2256,0,0,0,0.0,1e-06
2257,0,0,0,0.0,0.06569343065693431
2258,0,0,0,0.0,0.0437956204379562
2259,0,0,0,0.0,1e-06
2260,0,0,0,0.0,1e-06
2261,0,0,0,0.0,1e-06
2262,0,0,0,0.0,1e-06
2263,0,0,0,0.0,1e-06
2264,0,0,0,0.0,1e-06
2265,0,0,0,0.0,1e-06
2266,0,0,0,0.0,1e-06
2267,0,0,0,0.0,1e-06
2268,0,0,0,0.0,1e-06
2269,0,0,0,0.0,1e-06
2270,0,0,0,0.0,1e-06
2271,0,0,0,0.0,1e-06
2272,0,0,0,0.0,1e-06
2273,0,0,0,0.0,1e-06
2274,0,0,0,0.0,1e-06
2275,0,0,0,0.0,1e-06
2276,0,0,0,0.0,1e-06
2277,0,0,0,0.0,1e-06
2278,0,0,0,1.0,0.32116788321167883
2279,0,0,0,0.0,1e-06
2280,0,0,0,0.0,1e-06
2281,0,0,0,0.0,1e-06
2282,0,0,0,0.0,1e-06
2283,0,0,0,0.0,0.007299270072992702
2284,0,0,0,0.0,1e-06
2285,0,0,0,0.0,0.014598540145985401
2286,0,0,0,0.0,0.029197080291970805
2287,0,0,0,0.0,1e-06
2288,0,0,0,0.0,0.014598540145985401
2289,0,0,0,0.0,0.029197080291970805
2290,0,0,0,0.0,1e-06
2291,0,0,0,0.0,1e-06
2292,0,0,0,0.0,1e-06
2293,0,0,0,0.0,1e-06
2294,0,0,0,0.0,1e-06
2295,0,0,0,0.0,1e-06
2296,0,0,0,0.0,1e-06
2297,0,0,0,0.0,1e-06
2298,0,0,0,0.0,1e-06
2299,0,0,0,0.0,1e-06
2300,0,0,0,0.0,0.0510948905109489
2301,0,0,0,0.0,1e-06
2302,0,0,0,1.0,0.5474452554744526
2303,0,0,0,0.0,1e-06
2304,0,0,0,1.0,0.18978102189781024
2305,0,0,0,0.0,1e-06
2306,0,0,0,0.0,1e-06
2307,0,0,0,0.0,1e-06
2308,0,0,0,0.0,0.0510948905109489
2309,0,0,0,0.0,1e-06
2310,0,0,0,0.0,1e-06
2311,0,0,0,0.0,1e-06
2312,0,0,0,0.0,1e-06
2313,0,0,0,0.0,1e-06
2314,0,0,0,0.0,1e-06
2315,0,0,0,0.0,1e-06
2316,0,0,0,0.0,1e-06
2317,0,0,0,0.0,1e-06
2318,0,0,0,0.0,1e-06
2319,0,0,0,0.0,1e-06
2320,0,0,0,0.0,1e-06
2321,0,0,0,0.0,1e-06
2322,0,0,0,0.0,1e-06
2323,0,0,0,0.0,1e-06
2324,0,0,0,0.0,1e-06
2325,0,0,0,0.0,1e-06
2326,0,0,0,0.0,1e-06
2327,0,0,0,0.0,1e-06
2328,0,0,0,0.0,1e-06
2329,0,0,0,0.0,1e-06
2330,0,0,0,0.0,1e-06
2331,0,0,0,0.0,1e-06
2332,0,0,0,0.0,1e-06
2333,0,0,0,0.0,1e-06
2334,0,0,0,0.0,1e-06
2335,0,0,0,0.0,1e-06
2336,0,0,0,0.0,1e-06
2337,0,0,0,0.0,1e-06
2338,0,0,0,0.0,1e-06
2339,0,0,0,0.0,1e-06
2340,0,0,0,0.0,1e-06
2341,0,0,0,0.0,1e-06
2342,0,0,0,0.0,1e-06
2343,0,0,0,0.0,1e-06
2344,0,0,0,0.0,1e-06
2345,0,0,0,0.0,1e-06
2346,0,0,0,0.0,1e-06
2347,0,0,0,0.0,1e-06
2348,0,0,0,0.0,1e-06
2349,0,0,0,0.0,1e-06
2350,0,0,0,0.0,1e-06
2351,0,0,0,0.0,1e-06
2352,0,0,0,0.0,1e-06
2353,0,0,0,0.0,0.06569343065693431
2354,0,0,0,0.0,1e-06
2355,0,0,0,0.0,1e-06
2356,0,0,0,0.0,1e-06
2357,0,0,0,0.0,1e-06
2358,0,0,0,0.0,1e-06
2359,0,0,0,0.0,1e-06
2360,0,0,0,0.0,1e-06
2361,0,0,0,0.0,1e-06
2362,0,0,0,0.0,1e-06
2363,0,0,0,0.0,1e-06
2364,0,0,0,0.0,1e-06
2365,0,0,0,0.0,1e-06
2366,0,0,0,0.0,1e-06
2367,0,0,0,0.0,1e-06
2368,0,0,0,0.0,1e-06
2369,0,0,0,0.0,1e-06
2370,0,0,0,0.0,1e-06
2371,0,0,0,0.0,1e-06
2372,0,0,0,0.0,1e-06
2373,0,0,0,0.0,1e-06
2374,0,0,0,0.0,1e-06
2375,0,0,0,0.0,1e-06
2376,0,0,0,0.0,1e-06
2377,0,0,0,0.0,1e-06
2378,0,0,0,0.0,1e-06
2379,0,0,0,0.0,1e-06
2380,0,0,0,0.0,1e-06
2381,0,0,0,0.0,1e-06
2382,0,0,0,0.0,1e-06
2383,0,0,0,0.0,1e-06
2384,0,0,0,0.0,1e-06
2385,0,0,0,0.0,1e-06
2386,0,0,0,0.0,1e-06
2387,0,0,0,0.0,1e-06
2388,0,0,0,0.0,1e-06
2389,0,0,0,0.0,1e-06
2390,0,0,0,0.0,1e-06
2391,0,0,0,0.0,1e-06
2392,0,0,0,0.0,1e-06
2393,0,0,0,0.0,1e-06
2394,0,0,0,0.0,1e-06
2395,0,0,0,0.0,1e-06
2396,0,0,0,0.0,1e-06
2397,0,0,0,0.0,1e-06
2398,0,0,0,0.0,1e-06
2399,0,0,0,0.0,1e-06
2400,0,0,0,0.0,1e-06
2401,0,0,0,0.0,1e-06
2402,0,0,0,0.0,1e-06
2403,0,0,0,0.0,1e-06
2404,0,0,0,0.0,1e-06
2405,0,0,0,0.0,1e-06
2406,0,0,0,0.0,1e-06
2407,0,0,0,0.0,1e-06
2408,0,0,0,0.0,1e-06
2409,0,0,0,0.0,1e-06
2410,0,0,0,0.0,1e-06
2411,0,0,0,0.0,1e-06
2412,0,0,0,0.0,1e-06
2413,0,0,0,0.0,1e-06
2414,0,0,0,0.0,1e-06
2415,0,0,0,0.0,1e-06
2416,0,0,0,0.0,1e-06
2417,0,0,0,0.0,1e-06
2418,0,0,0,0.0,1e-06
2419,0,0,0,0.0,1e-06
2420,0,0,0,0.0,1e-06
2421,0,0,0,0.0,1e-06
2422,0,0,0,0.0,1e-06
2423,0,0,0,0.0,1e-06
2424,0,0,0,0.0,1e-06
2425,0,0,0,0.0,1e-06
2426,0,0,0,0.0,1e-06
2427,0,0,0,0.0,1e-06
2428,0,0,0,0.0,1e-06
2429,0,0,0,0.0,1e-06
2430,0,0,0,0.0,1e-06
2431,0,0,0,0.0,1e-06
2432,0,0,0,0.0,1e-06
2433,0,0,0,0.0,1e-06
2434,0,0,0,0.0,1e-06
2435,0,0,0,0.0,1e-06
2436,0,0,0,0.0,1e-06
2437,0,0,0,0.0,1e-06
2438,0,0,0,0.0,1e-06
2439,0,0,0,0.0,1e-06
2440,0,0,0,0.0,1e-06
2441,0,0,0,0.0,1e-06
2442,0,0,0,0.0,1e-06
2443,0,0,0,0.0,1e-06
2444,0,0,0,0.0,1e-06
2445,0,0,0,0.0,1e-06
2446,0,0,0,0.0,1e-06
2447,0,0,0,0.0,1e-06
2448,0,0,0,0.0,1e-06
2449,0,0,0,0.0,1e-06
2450,0,0,0,0.0,1e-06
2451,0,0,0,0.0,1e-06
2452,0,0,0,0.0,1e-06
2453,0,0,0,0.0,1e-06
2454,0,0,0,0.0,1e-06
2455,0,0,0,0.0,1e-06
2456,0,0,0,0.0,1e-06
2457,0,0,0,0.0,1e-06
2458,0,0,0,0.0,1e-06
2459,0,0,0,0.0,1e-06
2460,0,0,0,0.0,1e-06
2461,0,0,0,0.0,1e-06
2462,0,0,0,0.0,1e-06
2463,0,0,0,0.0,1e-06
2464,0,0,0,0.0,1e-06
2465,0,0,0,0.0,1e-06
2466,0,0,0,0.0,1e-06
2467,0,0,0,0.0,1e-06
2468,0,0,0,0.0,1e-06
2469,0,0,0,0.0,1e-06
2470,0,0,0,0.0,1e-06
2471,0,0,0,0.0,1e-06
2472,0,0,0,0.0,1e-06
2473,0,0,0,0.0,1e-06
2474,0,0,0,0.0,1e-06
2475,0,0,0,0.0,1e-06
2476,0,0,0,0.0,1e-06
2477,0,0,0,0.0,1e-06
2478,0,0,0,0.0,1e-06
2479,0,0,0,0.0,1e-06
2480,0,0,0,0.0,1e-06
2481,0,0,0,0.0,1e-06
2482,0,0,0,0.0,1e-06
2483,0,0,0,0.0,1e-06
2484,0,0,0,0.0,1e-06
2485,0,0,0,0.0,1e-06
2486,0,0,0,0.0,1e-06
2487,0,0,0,0.0,1e-06
2488,0,0,0,0.0,1e-06
2489,0,0,0,0.0,1e-06
2490,0,0,0,0.0,1e-06
2491,0,0,0,0.0,1e-06
2492,0,0,0,0.0,1e-06
2493,0,0,0,0.0,1e-06
2494,0,0,0,0.0,1e-06
2495,0,0,0,0.0,1e-06
2496,0,0,0,0.0,1e-06
2497,0,0,0,0.0,1e-06
2498,0,0,0,0.0,1e-06
2499,0,0,0,0.0,1e-06
2500,0,0,0,0.0,1e-06
2501,0,0,0,0.0,1e-06
2502,0,0,0,0.0,1e-06
2503,0,0,0,0.0,1e-06
2504,0,0,0,0.0,1e-06
2505,0,0,0,0.0,1e-06
2506,0,0,0,0.0,1e-06
2507,0,0,0,0.0,1e-06
2508,0,0,0,0.0,1e-06
2509,0,0,0,0.0,1e-06
2510,0,0,0,0.0,1e-06
2511,0,0,0,0.0,1e-06
2512,0,0,0,0.0,1e-06
2513,0,0,0,0.0,1e-06
2514,0,0,0,0.0,1e-06
2515,0,0,0,0.0,1e-06
2516,0,0,0,0.0,1e-06
2517,0,0,0,0.0,1e-06
2518,0,0,0,0.0,1e-06
2519,0,0,0,0.0,1e-06
2520,0,0,0,0.0,1e-06
2521,0,0,0,0.0,1e-06
2522,0,0,0,0.0,1e-06
2523,0,0,0,0.0,1e-06
2524,0,0,0,0.0,1e-06
2525,0,0,0,0.0,1e-06
2526,0,0,0,0.0,1e-06
2527,0,0,0,0.0,1e-06
2528,0,0,0,0.0,1e-06
2529,0,0,0,0.0,1e-06
2530,0,0,0,0.0,1e-06
2531,0,0,0,0.0,1e-06
2532,0,0,0,0.0,1e-06
2533,0,0,0,0.0,1e-06
2534,0,0,0,0.0,1e-06
2535,0,0,0,0.0,1e-06
2536,0,0,0,0.0,1e-06
2537,0,0,0,0.0,1e-06
2538,0,0,0,0.0,1e-06
2539,0,0,0,0.0,1e-06
2540,0,0,0,0.0,1e-06
2541,0,0,0,0.0,1e-06
2542,0,0,0,0.0,1e-06
2543,0,0,0,0.0,1e-06
2544,0,0,0,0.0,1e-06
2545,0,0,0,0.0,1e-06
2546,0,0,0,0.0,1e-06
2547,0,0,0,0.0,1e-06
2548,0,0,0,0.0,1e-06
2549,0,0,0,0.0,1e-06
2550,0,0,0,0.0,1e-06
2551,0,0,0,0.0,1e-06
2552,0,0,0,0.0,1e-06
2553,0,0,0,0.0,1e-06
2554,0,0,0,0.0,1e-06
2555,0,0,0,0.0,1e-06
2556,0,0,0,0.0,1e-06
2557,0,0,0,0.0,1e-06
2558,0,0,0,0.0,1e-06
2559,0,0,0,0.0,1e-06
2560,0,0,0,0.0,1e-06
2561,0,0,0,0.0,1e-06
2562,0,0,0,0.0,1e-06
2563,0,0,0,0.0,1e-06
2564,0,0,0,0.0,1e-06
2565,0,0,0,0.0,1e-06
2566,0,0,0,0.0,1e-06
2567,0,0,0,0.0,1e-06
2568,0,0,0,0.0,1e-06
2569,0,0,0,0.0,1e-06
2570,0,0,0,0.0,1e-06
2571,0,0,0,0.0,1e-06
2572,0,0,0,0.0,1e-06
2573,0,0,0,0.0,1e-06
2574,0,0,0,0.0,1e-06
2575,0,0,0,0.0,1e-06
2576,0,0,0,0.0,1e-06
2577,0,0,0,0.0,1e-06
2578,0,0,0,0.0,1e-06
2579,0,0,0,0.0,1e-06
2580,0,0,0,0.0,1e-06
2581,0,0,0,0.0,1e-06
2582,0,0,0,0.0,1e-06
2583,0,0,0,0.0,1e-06
2584,0,0,0,0.0,1e-06
2585,0,0,0,0.0,1e-06
2586,0,0,0,0.0,1e-06
2587,0,0,0,0.0,1e-06
2588,0,0,0,0.0,1e-06
2589,0,0,0,0.0,1e-06
2590,0,0,0,0.0,1e-06
2591,0,0,0,0.0,1e-06
2592,0,0,0,0.0,1e-06
2593,0,0,0,0.0,1e-06
2594,0,0,0,0.0,1e-06
2595,0,0,0,0.0,1e-06
2596,0,0,0,0.0,1e-06
2597,0,0,0,0.0,1e-06
2598,0,0,0,0.0,1e-06
2599,0,0,0,0.0,1e-06
2600,0,0,0,0.0,1e-06
2601,0,0,0,0.0,1e-06
2602,0,0,0,0.0,1e-06
2603,0,0,0,0.0,1e-06
2604,0,0,0,0.0,1e-06
2605,0,0,0,0.0,1e-06
2606,0,0,0,0.0,1e-06
2607,0,0,0,0.0,1e-06
2608,0,0,0,0.0,1e-06
2609,0,0,0,0.0,1e-06
2610,0,0,0,0.0,1e-06
2611,0,0,0,0.0,1e-06
2612,0,0,0,0.0,1e-06
2613,0,0,0,0.0,1e-06
2614,0,0,0,0.0,1e-06
2615,0,0,0,0.0,1e-06
2616,0,0,0,0.0,1e-06
2617,0,0,0,0.0,1e-06
2618,0,0,0,0.0,1e-06
2619,0,0,0,0.0,1e-06
2620,0,0,0,0.0,1e-06
2621,0,0,0,0.0,1e-06
2622,0,0,0,0.0,1e-06
2623,0,0,0,0.0,1e-06
2624,0,0,0,0.0,1e-06
2625,0,0,0,0.0,1e-06
2626,0,0,0,0.0,1e-06
2627,0,0,0,0.0,1e-06
2628,0,0,0,0.0,1e-06
2629,0,0,0,0.0,1e-06
2630,0,0,0,0.0,1e-06
2631,0,0,0,0.0,1e-06
2632,0,0,0,0.0,1e-06
2633,0,0,0,0.0,1e-06
2634,0,0,0,0.0,1e-06
2635,0,0,0,0.0,1e-06
2636,0,0,0,0.0,1e-06
2637,0,0,0,0.0,1e-06
2638,0,0,0,0.0,1e-06
2639,0,0,0,0.0,1e-06
2640,0,0,0,0.0,1e-06
2641,0,0,0,0.0,1e-06
2642,0,0,0,0.0,1e-06
2643,0,0,0,0.0,1e-06
2644,0,0,0,0.0,1e-06
2645,0,0,0,0.0,1e-06
2646,0,0,0,0.0,1e-06
2647,0,0,0,0.0,1e-06
2648,0,0,0,0.0,1e-06
2649,0,0,0,0.0,1e-06
2650,0,0,0,0.0,1e-06
2651,0,0,0,0.0,1e-06
2652,0,0,0,0.0,1e-06
2653,0,0,0,0.0,1e-06
2654,0,0,0,0.0,1e-06
2655,0,0,0,0.0,1e-06
2656,0,0,0,0.0,1e-06
2657,0,0,0,0.0,1e-06
2658,0,0,0,0.0,1e-06
2659,0,0,0,0.0,1e-06
2660,0,0,0,0.0,1e-06
2661,0,0,0,0.0,1e-06
2662,0,0,0,0.0,1e-06
2663,0,0,0,0.0,1e-06
2664,0,0,0,0.0,1e-06
2665,0,0,0,0.0,1e-06
2666,0,0,0,0.0,1e-06
2667,0,0,0,0.0,1e-06
2668,0,0,0,0.0,1e-06
2669,0,0,0,0.0,1e-06
2670,0,0,0,0.0,1e-06
2671,0,0,0,0.0,1e-06
2672,0,0,0,0.0,1e-06
2673,0,0,0,0.0,1e-06
2674,0,0,0,0.0,1e-06
2675,0,0,0,0.0,1e-06
2676,0,0,0,0.0,1e-06
2677,0,0,0,0.0,1e-06
2678,0,0,0,0.0,1e-06
2679,0,0,0,0.0,1e-06
2680,0,0,0,0.0,1e-06
2681,0,0,0,0.0,1e-06
2682,0,0,0,0.0,1e-06
2683,0,0,0,0.0,1e-06
2684,0,0,0,0.0,1e-06
2685,0,0,0,0.0,1e-06
2686,0,0,0,0.0,1e-06
2687,0,0,0,0.0,1e-06
2688,0,0,0,0.0,1e-06
2689,0,0,0,0.0,1e-06
2690,0,0,0,0.0,1e-06
2691,0,0,0,0.0,1e-06
2692,0,0,0,0.0,1e-06
2693,0,0,0,0.0,1e-06
2694,0,0,0,0.0,1e-06
2695,0,0,0,0.0,1e-06
2696,0,0,0,0.0,1e-06
2697,0,0,0,0.0,1e-06
2698,0,0,0,0.0,1e-06
2699,0,0,0,0.0,1e-06
2700,0,0,0,0.0,1e-06
2701,0,0,0,0.0,1e-06
2702,0,0,0,0.0,1e-06
2703,0,0,0,0.0,1e-06
2704,0,0,0,0.0,1e-06
2705,0,0,0,0.0,1e-06
2706,0,0,0,0.0,1e-06
2707,0,0,0,0.0,1e-06
2708,0,0,0,0.0,1e-06
2709,0,0,0,0.0,1e-06
2710,0,0,0,0.0,1e-06
2711,0,0,0,0.0,1e-06
2712,0,0,0,0.0,1e-06
2713,0,0,0,0.0,1e-06
2714,0,0,0,0.0,1e-06
2715,0,0,0,0.0,1e-06
2716,0,0,0,0.0,1e-06
2717,0,0,0,0.0,1e-06
2718,0,0,0,0.0,1e-06
2719,0,0,0,0.0,1e-06
2720,0,0,0,0.0,1e-06
2721,0,0,0,0.0,1e-06
2722,0,0,0,0.0,1e-06
2723,0,0,0,0.0,1e-06
2724,0,0,0,0.0,1e-06
2725,0,0,0,0.0,1e-06
2726,0,0,0,0.0,1e-06
2727,0,0,0,0.0,1e-06
2728,0,0,0,0.0,1e-06
2729,0,0,0,0.0,1e-06
2730,0,0,0,0.0,1e-06
2731,0,0,0,0.0,1e-06
2732,0,0,0,0.0,1e-06
2733,0,0,0,0.0,1e-06
2734,0,0,0,0.0,1e-06
2735,0,0,0,0.0,1e-06
2736,0,0,0,0.0,1e-06
2737,0,0,0,0.0,1e-06
2738,0,0,0,0.0,1e-06
2739,0,0,0,0.0,1e-06
2740,0,0,0,0.0,1e-06
2741,0,0,0,0.0,1e-06
2742,0,0,0,0.0,1e-06
2743,0,0,0,0.0,1e-06
2744,0,0,0,0.0,1e-06
2745,0,0,0,0.0,1e-06
2746,0,0,0,0.0,1e-06
2747,0,0,0,0.0,1e-06
2748,0,0,0,0.0,1e-06
2749,0,0,0,0.0,1e-06
2750,0,0,0,0.0,1e-06
2751,0,0,0,0.0,1e-06
2752,0,0,0,0.0,1e-06
2753,0,0,0,0.0,1e-06
2754,0,0,0,0.0,1e-06
2755,0,0,0,0.0,1e-06
2756,0,0,0,0.0,1e-06
2757,0,0,0,0.0,1e-06
2758,0,0,0,0.0,1e-06
2759,0,0,0,0.0,1e-06
2760,0,0,0,0.0,1e-06
2761,0,0,0,0.0,1e-06
2762,0,0,0,0.0,1e-06
2763,0,0,0,0.0,1e-06
2764,0,0,0,0.0,1e-06
2765,0,0,0,0.0,1e-06
2766,0,0,0,0.0,1e-06
2767,0,0,0,0.0,1e-06
2768,0,0,0,0.0,1e-06
2769,0,0,0,0.0,1e-06
2770,0,0,0,0.0,1e-06
2771,0,0,0,0.0,1e-06
2772,0,0,0,0.0,1e-06
2773,0,0,0,0.0,1e-06
2774,0,0,0,0.0,1e-06
2775,0,0,0,0.0,1e-06
2776,0,0,0,0.0,1e-06
2777,0,0,0,0.0,1e-06
2778,0,0,0,0.0,1e-06
2779,0,0,0,0.0,1e-06
2780,0,0,0,0.0,1e-06
2781,0,0,0,0.0,1e-06
2782,0,0,0,0.0,1e-06
2783,0,0,0,0.0,1e-06
2784,0,0,0,0.0,1e-06
2785,0,0,0,0.0,1e-06
2786,0,0,0,0.0,1e-06
2787,0,0,0,0.0,1e-06
2788,0,0,0,0.0,1e-06
2789,0,0,0,0.0,1e-06
2790,0,0,0,0.0,1e-06
2791,0,0,0,0.0,1e-06
2792,0,0,0,0.0,1e-06
2793,0,0,0,0.0,1e-06
2794,0,0,0,0.0,1e-06
2795,0,0,0,0.0,1e-06
2796,0,0,0,0.0,1e-06
2797,0,0,0,0.0,1e-06
2798,0,0,0,0.0,1e-06
2799,0,0,0,0.0,1e-06
2800,0,0,0,0.0,1e-06
2801,0,0,0,0.0,1e-06
2802,0,0,0,0.0,1e-06
