Tag rete,Ikssmin [kA],Sgn_eff [MVA],H [s],Generatore,Out_of_step,_VRT,min_diff,Output
100,6,4.59999990463257,4.6,GR1,0,0,0.00522058288415483,OK
100,6,4.59999990463257,4.7,GR1,0,0,0.00526246021758903,OK
100,6,4.59999990463257,4.8,GR1,0,0,0.00530297705039107,OK
100,6,4.59999990463257,4.9,GR1,0,0,0.00534178042715128,OK
100,6,4.59999990463257,5,GR1,0,0,0.00537860940685964,OK
100,6,5.09999990463257,0.1,GR1,0,1,-0.0607783498876792,OK
100,6,5.09999990463257,0.2,GR1,0,0,0.00774574353400848,OK
100,6,5.09999990463257,0.3,GR1,0,0,0.00746411411877168,OK
100,6,5.09999990463257,0.4,GR1,0,0,0.00702582047354705,OK
100,6,5.09999990463257,0.5,GR1,0,0,0.00682021160216306,OK
100,6,5.09999990463257,0.6,GR1,0,0,0.00617848192783987,OK
100,6,5.09999990463257,0.7,GR1,0,0,0.00620655789915625,OK
100,6,5.09999990463257,0.8,GR1,0,0,0.00665539978469398,OK
100,6,5.09999990463257,0.9,GR1,0,0,0.00675993556730381,OK
100,6,5.09999990463257,1,GR1,0,0,0.00680710122916128,OK
100,6,5.09999990463257,1.1,GR1,0,0,0.00701181410345597,OK
100,6,5.09999990463257,1.2,GR1,0,0,0.00720335376296888,OK
100,6,5.09999990463257,1.3,GR1,0,0,0.0072197701815957,OK
100,6,5.09999990463257,1.4,GR1,0,0,0.00709449631918002,OK
100,6,5.09999990463257,1.5,GR1,0,0,0.00700049814967763,OK
100,6,5.09999990463257,1.6,GR1,0,0,0.00694885541845924,OK
100,6,5.09999990463257,1.7,GR1,0,0,0.00691411600753455,OK
100,6,5.09999990463257,1.8,GR1,0,0,0.00687602912147312,OK
100,6,5.09999990463257,1.9,GR1,0,0,0.00683743971415818,OK
100,6,5.09999990463257,2,GR1,0,0,0.00680023682274555,OK
100,6,5.09999990463257,2.1,GR1,0,0,0.00676061628221081,OK
100,6,5.09999990463257,2.2,GR1,0,0,0.00670636643643852,OK
100,6,5.09999990463257,2.3,GR1,0,0,0.00663835877831542,OK
100,6,5.09999990463257,2.4,GR1,0,0,0.00655630098523852,OK
100,6,5.09999990463257,2.5,GR1,0,0,0.00646904480236687,OK
100,6,5.09999990463257,2.6,GR1,0,0,0.00638933574565659,OK
100,6,5.09999990463257,2.7,GR1,0,0,0.00632208652516753,OK
100,6,5.09999990463257,2.8,GR1,0,0,0.00627360976334268,OK
100,6,5.09999990463257,2.9,GR1,0,0,0.00624837759822805,OK
100,6,5.09999990463257,3,GR1,0,0,0.00625056240957544,OK
100,6,5.09999990463257,3.1,GR1,0,0,0.00628089018354272,OK
100,6,5.09999990463257,3.2,GR1,0,0,0.00634004228606799,OK
100,6,5.09999990463257,3.3,GR1,0,0,0.00641009437894069,OK
100,6,5.09999990463257,3.4,GR1,0,0,0.00643427967844334,OK
100,6,5.09999990463257,3.5,GR1,0,0,0.00646552060670036,OK
100,6,5.09999990463257,3.6,GR1,0,0,0.00650140943357735,OK
100,6,5.09999990463257,3.7,GR1,0,0,0.00654370660728953,OK
100,6,5.09999990463257,3.8,GR1,0,0,0.00658812754352356,OK
100,6,5.09999990463257,3.9,GR1,0,0,0.00663335600116643,OK
100,6,5.09999990463257,4,GR1,0,0,0.00667827625594963,OK
100,6,5.09999990463257,4.1,GR1,0,0,0.00672197441698641,OK
100,6,5.09999990463257,4.2,GR1,0,0,0.00676373611340031,OK
100,6,5.09999990463257,4.3,GR1,0,0,0.0068030897002207,OK
100,6,5.09999990463257,4.4,GR1,0,0,0.00683957780727118,OK
100,6,5.09999990463257,4.5,GR1,0,0,0.00687305768244928,OK
100,6,5.09999990463257,4.6,GR1,0,0,0.00690341924639193,OK
100,6,5.09999990463257,4.7,GR1,0,0,0.00693069334458196,OK
100,6,5.09999990463257,4.8,GR1,0,0,0.00695493740736697,OK
100,6,5.09999990463257,4.9,GR1,0,0,0.00697629032242408,OK
100,6,5.09999990463257,5,GR1,0,0,0.00699492777502708,OK
100,6,5.59999990463257,0.1,GR1,0,1,-0.0827940724782424,OK
100,6,5.59999990463257,0.2,GR1,0,0,0.00720782293625022,OK
100,6,5.59999990463257,0.3,GR1,0,0,0.00675104151911232,OK
100,6,5.59999990463257,0.4,GR1,0,0,0.00614677912778305,OK
100,6,5.59999990463257,0.5,GR1,0,0,0.00557268676074196,OK
100,6,5.59999990463257,0.6,GR1,0,0,0.00641772760730308,OK
100,6,5.59999990463257,0.7,GR1,0,0,0.00656299026110341,OK
100,6,5.59999990463257,0.8,GR1,0,0,0.00654370928706904,OK
100,6,5.59999990463257,0.9,GR1,0,0,0.00648398005993045,OK
100,6,5.59999990463257,1,GR1,0,0,0.0065576389196067,OK
100,6,5.59999990463257,1.1,GR1,0,0,0.00676968504901465,OK
100,6,5.59999990463257,1.2,GR1,0,0,0.00692696261363435,OK
100,6,5.59999990463257,1.3,GR1,0,0,0.00683527918548998,OK
100,6,5.59999990463257,1.4,GR1,0,0,0.00665753283465587,OK
100,6,5.59999990463257,1.5,GR1,0,0,0.00655727539120443,OK
100,6,5.59999990463257,1.6,GR1,0,0,0.00650486495066294,OK
100,6,5.59999990463257,1.7,GR1,0,0,0.00644894182667288,OK
100,6,5.59999990463257,1.8,GR1,0,0,0.00639858711173968,OK
100,6,5.59999990463257,1.9,GR1,0,0,0.00636470296971947,OK
100,6,5.59999990463257,2,GR1,0,0,0.00634633439672194,OK
100,6,5.59999990463257,2.1,GR1,0,0,0.00632492549631702,OK
100,6,5.59999990463257,2.2,GR1,0,0,0.00623921480037537,OK
100,6,5.59999990463257,2.3,GR1,0,0,0.00605761520772952,OK
100,6,5.59999990463257,2.4,GR1,0,0,0.0059116140604748,OK
100,6,5.59999990463257,2.5,GR1,0,0,0.0057961963812112,OK
100,6,5.59999990463257,2.6,GR1,0,0,0.0057075591296617,OK
100,6,5.59999990463257,2.7,GR1,0,0,0.00564765046123838,OK
100,6,5.59999990463257,2.8,GR1,0,0,0.00560904655016603,OK
100,6,5.59999990463257,2.9,GR1,0,0,0.00558817657864763,OK
100,6,5.59999990463257,3,GR1,0,0,0.00558341887447178,OK
100,6,5.59999990463257,3.1,GR1,0,0,0.00559534367604764,OK
100,6,5.59999990463257,3.2,GR1,0,0,0.00562109097706842,OK
100,6,5.59999990463257,3.3,GR1,0,0,0.0056581393812436,OK
100,6,5.59999990463257,3.4,GR1,0,0,0.00570387061485989,OK
100,6,5.59999990463257,3.5,GR1,0,0,0.00575569285465349,OK
100,6,5.59999990463257,3.6,GR1,0,0,0.00581132926171857,OK
100,6,5.59999990463257,3.7,GR1,0,0,0.00586871049499171,OK
100,6,5.59999990463257,3.8,GR1,0,0,0.00592603028521077,OK
100,6,5.59999990463257,3.9,GR1,0,0,0.00598168569459734,OK
100,6,5.59999990463257,4,GR1,0,0,0.00603465532674541,OK
100,6,5.59999990463257,4.1,GR1,0,0,0.00608409983156155,OK
100,6,5.59999990463257,4.2,GR1,0,0,0.00612927196127122,OK
100,6,5.59999990463257,4.3,GR1,0,0,0.00617009495763932,OK
100,6,5.59999990463257,4.4,GR1,0,0,0.00620649303973697,OK
100,6,5.59999990463257,4.5,GR1,0,0,0.00623847128308652,OK
100,6,5.59999990463257,4.6,GR1,0,0,0.00626621820512752,OK
100,6,5.59999990463257,4.7,GR1,0,0,0.00628993618276896,OK
100,6,5.59999990463257,4.8,GR1,0,0,0.00630991740590248,OK
100,6,5.59999990463257,4.9,GR1,0,0,0.0063264726174056,OK
100,6,5.59999990463257,5,GR1,0,0,0.00633994778809432,OK
100,6,6.09999990463257,0.1,GR1,0,1,-0.0989746856750038,OK
100,6,6.09999990463257,0.2,GR1,0,0,0.0067696129690088,OK
100,6,6.09999990463257,0.3,GR1,0,0,0.00567562302485847,OK
100,6,6.09999990463257,0.4,GR1,0,0,0.00536874064466131,OK
100,6,6.09999990463257,0.5,GR1,0,0,0.00628909362131846,OK
100,6,6.09999990463257,0.6,GR1,0,0,0.00648248205531421,OK
100,6,6.09999990463257,0.7,GR1,0,0,0.0063506172394483,OK
100,6,6.09999990463257,0.8,GR1,0,0,0.00623967186574881,OK
100,6,6.09999990463257,0.9,GR1,0,0,0.00606721921667663,OK
100,6,6.09999990463257,1,GR1,0,0,0.00614265190424668,OK
100,6,6.09999990463257,1.1,GR1,0,0,0.00644352564806194,OK
100,6,6.09999990463257,1.2,GR1,0,0,0.00664860369927123,OK
100,6,6.09999990463257,1.3,GR1,0,0,0.00651243780116351,OK
100,6,6.09999990463257,1.4,GR1,0,0,0.00630889611398067,OK
100,6,6.09999990463257,1.5,GR1,0,0,0.00619098729784928,OK
100,6,6.09999990463257,1.6,GR1,0,0,0.0061083959199032,OK
100,6,6.09999990463257,1.7,GR1,0,0,0.00603691881445167,OK
100,6,6.09999990463257,1.8,GR1,0,0,0.005988746226118,OK
100,6,6.09999990463257,1.9,GR1,0,0,0.0059716895240276,OK
100,6,6.09999990463257,2,GR1,0,0,0.0058074696514655,OK
100,6,6.09999990463257,2.1,GR1,0,0,0.00554189936490912,OK
100,6,6.09999990463257,2.2,GR1,0,0,0.00532608800471046,OK
100,6,6.09999990463257,2.3,GR1,0,0,0.00515606804040403,OK
100,6,6.09999990463257,2.4,GR1,0,0,0.00502033468177843,OK
100,6,6.09999990463257,2.5,GR1,0,0,0.0049149816399755,OK
100,6,6.09999990463257,2.6,GR1,0,0,0.00483756353977727,OK
100,6,6.09999990463257,2.7,GR1,0,0,0.0047814460024036,OK
100,6,6.09999990463257,2.8,GR1,0,0,0.00475084783162039,OK
100,6,6.09999990463257,2.9,GR1,0,0,0.00474506024042354,OK
100,6,6.09999990463257,3,GR1,0,0,0.00476059775127946,OK
100,6,6.09999990463257,3.1,GR1,0,0,0.00479526033855304,OK
100,6,6.09999990463257,3.2,GR1,0,0,0.00484634772398718,OK
100,6,6.09999990463257,3.3,GR1,0,0,0.00490789184766505,OK
100,6,6.09999990463257,3.4,GR1,0,0,0.00497636759200504,OK
100,6,6.09999990463257,3.5,GR1,0,0,0.0050485605675713,OK
100,6,6.09999990463257,3.6,GR1,0,0,0.00512152200005689,OK
100,6,6.09999990463257,3.7,GR1,0,0,0.00519304257368902,OK
100,6,6.09999990463257,3.8,GR1,0,0,0.00526132718472572,OK
100,6,6.09999990463257,3.9,GR1,0,0,0.00532508972351631,OK
100,6,6.09999990463257,4,GR1,0,0,0.00538348947036593,OK
100,6,6.09999990463257,4.1,GR1,0,0,0.00543599505848935,OK
100,6,6.09999990463257,4.2,GR1,0,0,0.00548243583147112,OK
100,6,6.09999990463257,4.3,GR1,0,0,0.005522852551333,OK
100,6,6.09999990463257,4.4,GR1,0,0,0.00555743905033224,OK
100,6,6.09999990463257,4.5,GR1,0,0,0.00558655483530268,OK
100,6,6.09999990463257,4.6,GR1,0,0,0.00561059918329654,OK
100,6,6.09999990463257,4.7,GR1,0,0,0.00563001205417346,OK
100,6,6.09999990463257,4.8,GR1,0,0,0.005645256314602,OK
100,6,6.09999990463257,4.9,GR1,0,0,0.00565685410805317,OK
100,6,6.09999990463257,5,GR1,0,0,0.00566523938363417,OK
100,6,6.59999990463257,0.1,GR1,0,1,-0.113166638395487,OK
100,6,6.59999990463257,0.2,GR1,0,0,0.00634074511218741,OK
100,6,6.59999990463257,0.3,GR1,0,0,0.00427551679188465,OK
100,6,6.59999990463257,0.4,GR1,0,0,0.00603577541268885,OK
100,6,6.59999990463257,0.5,GR1,0,0,0.00644484518844757,OK
100,6,6.59999990463257,0.6,GR1,0,0,0.00626774588354828,OK
100,6,6.59999990463257,0.7,GR1,0,0,0.00617459436874535,OK
100,6,6.59999990463257,0.8,GR1,0,0,0.00597892020644164,OK
100,6,6.59999990463257,0.9,GR1,0,0,0.00579696596335577,OK
100,6,6.59999990463257,1,GR1,0,0,0.00591546451178737,OK
100,6,6.59999990463257,1.1,GR1,0,0,0.00622924376604694,OK
100,6,6.59999990463257,1.2,GR1,0,0,0.00611891182538316,OK
100,6,6.59999990463257,1.3,GR1,0,0,0.00621975033139366,OK
100,6,6.59999990463257,1.4,GR1,0,0,0.00600782722640159,OK
100,6,6.59999990463257,1.5,GR1,0,0,0.00586157575596014,OK
100,6,6.59999990463257,1.6,GR1,0,0,0.00575707423126159,OK
100,6,6.59999990463257,1.7,GR1,0,0,0.00568054762691217,OK
100,6,6.59999990463257,1.8,GR1,0,0,0.00553693173701297,OK
100,6,6.59999990463257,1.9,GR1,0,0,0.00517622422266384,OK
100,6,6.59999990463257,2,GR1,0,0,0.00487811733433707,OK
100,6,6.59999990463257,2.1,GR1,0,0,0.00463004477461015,OK
100,6,6.59999990463257,2.2,GR1,0,0,0.00442563920909744,OK
100,6,6.59999990463257,2.3,GR1,0,0,0.00425923983675192,OK
100,6,6.59999990463257,2.4,GR1,0,0,0.00412787128787762,OK
100,6,6.59999990463257,2.5,GR1,0,0,0.00402589180468427,OK
100,6,6.59999990463257,2.6,GR1,0,0,0.00395247265386189,OK
100,6,6.59999990463257,2.7,GR1,0,0,0.00391534819315653,OK
100,6,6.59999990463257,2.8,GR1,0,0,0.00390813447413463,OK
100,6,6.59999990463257,2.9,GR1,0,0,0.00392803478021353,OK
100,6,6.59999990463257,3,GR1,0,0,0.00397250752865719,OK
100,6,6.59999990463257,3.1,GR1,0,0,0.00403504899461382,OK
100,6,6.59999990463257,3.2,GR1,0,0,0.00411072476151242,OK
100,6,6.59999990463257,3.3,GR1,0,0,0.00419456453018896,OK
100,6,6.59999990463257,3.4,GR1,0,0,0.00428148927179495,OK
100,6,6.59999990463257,3.5,GR1,0,0,0.00435181173233046,OK
100,6,6.59999990463257,3.6,GR1,0,0,0.00442054336925524,OK
100,6,6.59999990463257,3.7,GR1,0,0,0.00450275732900429,OK
100,6,6.59999990463257,3.8,GR1,0,0,0.00457613038098825,OK
100,6,6.59999990463257,3.9,GR1,0,0,0.00466107969699425,OK
100,6,6.59999990463257,4,GR1,0,0,0.00473821888386305,OK
100,6,6.59999990463257,4.1,GR1,0,0,0.00480737062679315,OK
100,6,6.59999990463257,4.2,GR1,0,0,0.00486872681827566,OK
100,6,6.59999990463257,4.3,GR1,0,0,0.00492264541418685,OK
100,6,6.59999990463257,4.4,GR1,0,0,0.00496962139833823,OK
100,6,6.59999990463257,4.5,GR1,0,0,0.00501024903462832,OK
100,6,6.59999990463257,4.6,GR1,0,0,0.00504512449045791,OK
100,6,6.59999990463257,4.7,GR1,0,0,0.00507487847635735,OK
100,6,6.59999990463257,4.8,GR1,0,0,0.00510015319860979,OK
100,6,6.59999990463257,4.9,GR1,0,0,0.00512151637442482,OK
100,6,6.59999990463257,5,GR1,0,0,0.00513947680866977,OK
100,6,7.09999990463257,0.1,GR1,0,1,-0.125492153339693,OK
100,6,7.09999990463257,0.2,GR1,0,0,0.0050359039781942,OK
100,6,7.09999990463257,0.3,GR1,0,0,0.00341241398952163,OK
100,6,7.09999990463257,0.4,GR1,0,0,0.00579731815255791,OK
100,6,7.09999990463257,0.5,GR1,0,0,0.00632988937111711,OK
100,6,7.09999990463257,0.6,GR1,0,0,0.00598983249150009,OK
100,6,7.09999990463257,0.7,GR1,0,0,0.00589535801802687,OK
100,6,7.09999990463257,0.8,GR1,0,0,0.00566004180570878,OK
100,6,7.09999990463257,0.9,GR1,0,0,0.00547975423126501,OK
100,6,7.09999990463257,1,GR1,0,0,0.00573920055768751,OK
100,6,7.09999990463257,1.1,GR1,0,0,0.00596457960386465,OK
100,6,7.09999990463257,1.2,GR1,0,0,0.00606692317107571,OK
100,6,7.09999990463257,1.3,GR1,0,0,0.00596119120860883,OK
100,6,7.09999990463257,1.4,GR1,0,0,0.0057342820794517,OK
100,6,7.09999990463257,1.5,GR1,0,0,0.00557179218325032,OK
100,6,7.09999990463257,1.6,GR1,0,0,0.00545803799848532,OK
100,6,7.09999990463257,1.7,GR1,0,0,0.00539296279260326,OK
100,6,7.09999990463257,1.8,GR1,0,0,0.00525028101132929,OK
100,6,7.09999990463257,1.9,GR1,0,0,0.00491049991036641,OK
100,6,7.09999990463257,2,GR1,0,0,0.00463561609132013,OK
100,6,7.09999990463257,2.1,GR1,0,0,0.00441746609431981,OK
100,6,7.09999990463257,2.2,GR1,0,0,0.00424408898909157,OK
100,6,7.09999990463257,2.3,GR1,0,0,0.00411079923642188,OK
100,6,7.09999990463257,2.4,GR1,0,0,0.00401924770514384,OK
100,6,7.09999990463257,2.5,GR1,0,0,0.00396789713978507,OK
100,6,7.09999990463257,2.6,GR1,0,0,0.00395587440405865,OK
100,6,7.09999990463257,2.7,GR1,0,0,0.00397674643720436,OK
100,6,7.09999990463257,2.8,GR1,0,0,0.00403188896284301,OK
100,6,7.09999990463257,2.9,GR1,0,0,0.00411588093238613,OK
100,6,7.09999990463257,3,GR1,0,0,0.00422343716719964,OK
100,6,7.09999990463257,3.1,GR1,0,0,0.00434539946102352,OK
100,6,7.09999990463257,3.2,GR1,0,0,0.00447540236492427,OK
100,6,7.09999990463257,3.3,GR1,0,0,0.00460837162439931,OK
100,6,7.09999990463257,3.4,GR1,0,0,0.00473916717615064,OK
100,6,7.09999990463257,3.5,GR1,0,0,0.0048642989619373,OK
100,6,7.09999990463257,3.6,GR1,0,0,0.00498135097727104,OK
100,6,7.09999990463257,3.7,GR1,0,0,0.00508883078277567,OK
100,6,7.09999990463257,3.8,GR1,0,0,0.00518579717649192,OK
100,6,7.09999990463257,3.9,GR1,0,0,0.00527214235998885,OK
100,6,7.09999990463257,4,GR1,0,0,0.00534806229648777,OK
100,6,7.09999990463257,4.1,GR1,0,0,0.00541409300267293,OK
100,6,7.09999990463257,4.2,GR1,0,0,0.00547096561469873,OK
100,6,7.09999990463257,4.3,GR1,0,0,0.00551950585539895,OK
100,6,7.09999990463257,4.4,GR1,0,0,0.00556096699510478,OK
100,6,7.09999990463257,4.5,GR1,0,0,0.00559586308419979,OK
100,6,7.09999990463257,4.6,GR1,0,0,0.00562500891142448,OK
100,6,7.09999990463257,4.7,GR1,0,0,0.00564921643073157,OK
100,6,7.09999990463257,4.8,GR1,0,0,0.00566920963100748,OK
100,6,7.09999990463257,4.9,GR1,0,0,0.00568563881812478,OK
100,6,7.09999990463257,5,GR1,0,0,0.00569909129930135,OK
100,6,7.59999990463257,0.1,GR1,0,1,-0.136575239743658,OK
100,6,7.59999990463257,0.2,GR1,0,0,0.00389436109010233,OK
100,6,7.59999990463257,0.3,GR1,0,0,0.00341261530161252,OK
100,6,7.59999990463257,0.4,GR1,0,0,0.00566178250530847,OK
100,6,7.59999990463257,0.5,GR1,0,0,0.00602069815521655,OK
100,6,7.59999990463257,0.6,GR1,0,0,0.00572628154997712,OK
100,6,7.59999990463257,0.7,GR1,0,0,0.00565112129196266,OK
100,6,7.59999990463257,0.8,GR1,0,0,0.00536874127145637,OK
100,6,7.59999990463257,0.9,GR1,0,0,0.00514069605491563,OK
100,6,7.59999990463257,1,GR1,0,0,0.00536371298646421,OK
100,6,7.59999990463257,1.1,GR1,0,0,0.00540625524784422,OK
100,6,7.59999990463257,1.2,GR1,0,0,0.00576075286546252,OK
100,6,7.59999990463257,1.3,GR1,0,0,0.00570387828766095,OK
100,6,7.59999990463257,1.4,GR1,0,0,0.00546357747734105,OK
100,6,7.59999990463257,1.5,GR1,0,0,0.00528799558272719,OK
100,6,7.59999990463257,1.6,GR1,0,0,0.00517670381416901,OK
100,6,7.59999990463257,1.7,GR1,0,0,0.00514035386088652,OK
100,6,7.59999990463257,1.8,GR1,0,0,0.00494066313666208,OK
100,6,7.59999990463257,1.9,GR1,0,0,0.00465112681443058,OK
100,6,7.59999990463257,2,GR1,0,0,0.00442132727836719,OK
100,6,7.59999990463257,2.1,GR1,0,0,0.00423897368504755,OK
100,6,7.59999990463257,2.2,GR1,0,0,0.00409829752198465,OK
100,6,7.59999990463257,2.3,GR1,0,0,0.00400101124017205,OK
100,6,7.59999990463257,2.4,GR1,0,0,0.00395135909441902,OK
100,6,7.59999990463257,2.5,GR1,0,0,0.00394315188165384,OK
100,6,7.59999990463257,2.6,GR1,0,0,0.0039787920830292,OK
100,6,7.59999990463257,2.7,GR1,0,0,0.00405510098200168,OK
100,6,7.59999990463257,2.8,GR1,0,0,0.00416743856332891,OK
100,6,7.59999990463257,2.9,GR1,0,0,0.00430385452156801,OK
100,6,7.59999990463257,3,GR1,0,0,0.00445566908058836,OK
100,6,7.59999990463257,3.1,GR1,0,0,0.0046152238271423,OK
100,6,7.59999990463257,3.2,GR1,0,0,0.00477536678818347,OK
100,6,7.59999990463257,3.3,GR1,0,0,0.00493069151942283,OK
100,6,7.59999990463257,3.4,GR1,0,0,0.00507757133211129,OK
100,6,7.59999990463257,3.5,GR1,0,0,0.005213564209819,OK
100,6,7.59999990463257,3.6,GR1,0,0,0.00533646825717682,OK
100,6,7.59999990463257,3.7,GR1,0,0,0.00544583589766234,OK
100,6,7.59999990463257,3.8,GR1,0,0,0.0055416271195553,OK
100,6,7.59999990463257,3.9,GR1,0,0,0.00562456476047035,OK
100,6,7.59999990463257,4,GR1,0,0,0.00569557342789373,OK
100,6,7.59999990463257,4.1,GR1,0,0,0.00575576933745825,OK
100,6,7.59999990463257,4.2,GR1,0,0,0.00580631442058754,OK
100,6,7.59999990463257,4.3,GR1,0,0,0.0058483905005976,OK
100,6,7.59999990463257,4.4,GR1,0,0,0.00588312410067648,OK
100,6,7.59999990463257,4.5,GR1,0,0,0.00591157731384706,OK
100,6,7.59999990463257,4.6,GR1,0,0,0.00593469874096697,OK
100,6,7.59999990463257,4.7,GR1,0,0,0.0059533384396403,OK
100,6,7.59999990463257,4.8,GR1,0,0,0.00596825536493573,OK
100,6,7.59999990463257,4.9,GR1,0,0,0.00598010328195742,OK
100,6,7.59999990463257,5,GR1,0,0,0.00598943581413125,OK
100,6,8.10000038146973,0.1,GR1,0,1,-0.146518782853426,OK
100,6,8.10000038146973,0.2,GR1,0,0,0.00301864528760987,OK
100,6,8.10000038146973,0.3,GR1,0,0,0.00333873349119485,OK
100,6,8.10000038146973,0.4,GR1,0,0,0.00564206445875981,OK
100,6,8.10000038146973,0.5,GR1,0,0,0.0057465363216771,OK
100,6,8.10000038146973,0.6,GR1,0,0,0.00548176790939647,OK
100,6,8.10000038146973,0.7,GR1,0,0,0.00545130293595808,OK
100,6,8.10000038146973,0.8,GR1,0,0,0.00512495265202206,OK
100,6,8.10000038146973,0.9,GR1,0,0,0.00454985200002933,OK
100,6,8.10000038146973,1,GR1,0,0,0.00442624521534341,OK
100,6,8.10000038146973,1.1,GR1,0,0,0.00473882916233515,OK
100,6,8.10000038146973,1.2,GR1,0,0,0.00532908302466673,OK
100,6,8.10000038146973,1.3,GR1,0,0,0.0054638866960911,OK
100,6,8.10000038146973,1.4,GR1,0,0,0.00520030931214177,OK
100,6,8.10000038146973,1.5,GR1,0,0,0.00501732553569301,OK
100,6,8.10000038146973,1.6,GR1,0,0,0.00491580168734096,OK
100,6,8.10000038146973,1.7,GR1,0,0,0.00480534570658941,OK
100,6,8.10000038146973,1.8,GR1,0,0,0.0044984630096131,OK
100,6,8.10000038146973,1.9,GR1,0,0,0.00425468563341658,OK
100,6,8.10000038146973,2,GR1,0,0,0.00405678487486605,OK
100,6,8.10000038146973,2.1,GR1,0,0,0.0038938774242151,OK
100,6,8.10000038146973,2.2,GR1,0,0,0.0037793936429803,OK
100,6,8.10000038146973,2.3,GR1,0,0,0.00371402682773037,OK
100,6,8.10000038146973,2.4,GR1,0,0,0.00370172164231475,OK
100,6,8.10000038146973,2.5,GR1,0,0,0.00374434170338511,OK
100,6,8.10000038146973,2.6,GR1,0,0,0.00383784038760104,OK
100,6,8.10000038146973,2.7,GR1,0,0,0.00397011637015765,OK
100,6,8.10000038146973,2.8,GR1,0,0,0.00413077214559543,OK
100,6,8.10000038146973,2.9,GR1,0,0,0.00431034228657989,OK
100,6,8.10000038146973,3,GR1,0,0,0.0044990215746642,OK
100,6,8.10000038146973,3.1,GR1,0,0,0.00468649520013675,OK
100,6,8.10000038146973,3.2,GR1,0,0,0.00486638683008289,OK
100,6,8.10000038146973,3.3,GR1,0,0,0.00503424365221106,OK
100,6,8.10000038146973,3.4,GR1,0,0,0.00518719008428647,OK
100,6,8.10000038146973,3.5,GR1,0,0,0.00532383441948636,OK
100,6,8.10000038146973,3.6,GR1,0,0,0.00544392174652863,OK
100,6,8.10000038146973,3.7,GR1,0,0,0.0055477594422646,OK
100,6,8.10000038146973,3.8,GR1,0,0,0.00563643772982503,OK
100,6,8.10000038146973,3.9,GR1,0,0,0.0057115530586781,OK
100,6,8.10000038146973,4,GR1,0,0,0.00577456846772539,OK
100,6,8.10000038146973,4.1,GR1,0,0,0.00582665877474242,OK
100,6,8.10000038146973,4.2,GR1,0,0,0.00586932247877969,OK
100,6,8.10000038146973,4.3,GR1,0,0,0.00590395135897792,OK
100,6,8.10000038146973,4.4,GR1,0,0,0.00593175601803331,OK
100,6,8.10000038146973,4.5,GR1,0,0,0.00595387980473006,OK
100,6,8.10000038146973,4.6,GR1,0,0,0.00597127235818951,OK
100,6,8.10000038146973,4.7,GR1,0,0,0.00598479322575829,OK
100,6,8.10000038146973,4.8,GR1,0,0,0.00599523217784559,OK
100,6,8.10000038146973,4.9,GR1,0,0,0.00596814580718896,OK
100,6,8.10000038146973,5,GR1,0,0,0.00593515467188943,OK
100,6,8.60000038146973,0.1,GR1,1,1,-0.154095895459088,OK
100,6,8.60000038146973,0.2,GR1,0,0,0.00267176127483748,OK
100,6,8.60000038146973,0.3,GR1,0,0,0.00332351125744768,OK
100,6,8.60000038146973,0.4,GR1,0,0,0.0053039433465768,OK
100,6,8.60000038146973,0.5,GR1,0,0,0.00547061370426161,OK
100,6,8.60000038146973,0.6,GR1,0,0,0.00504211340026184,OK
100,6,8.60000038146973,0.7,GR1,0,0,0.00514186905229352,OK
100,6,8.60000038146973,0.8,GR1,0,0,0.00394885111183074,OK
100,6,8.60000038146973,0.9,GR1,0,0,0.00342480306849302,OK
100,6,8.60000038146973,1,GR1,0,0,0.0034635438134375,OK
100,6,8.60000038146973,1.1,GR1,0,0,0.0040821894603098,OK
100,6,8.60000038146973,1.2,GR1,0,0,0.00487466473943365,OK
100,6,8.60000038146973,1.3,GR1,0,0,0.00523448486521172,OK
100,6,8.60000038146973,1.4,GR1,0,0,0.00495209519399253,OK
100,6,8.60000038146973,1.5,GR1,0,0,0.00476463633487667,OK
100,6,8.60000038146973,1.6,GR1,0,0,0.00457909835697845,OK
100,6,8.60000038146973,1.7,GR1,0,0,0.0042337947969423,OK
100,6,8.60000038146973,1.8,GR1,0,0,0.00395752279171513,OK
100,6,8.60000038146973,1.9,GR1,0,0,0.00373339581144916,OK
100,6,8.60000038146973,2,GR1,0,0,0.00355047539506559,OK
100,6,8.60000038146973,2.1,GR1,0,0,0.00340845250126753,OK
100,6,8.60000038146973,2.2,GR1,0,0,0.00332096920419722,OK
100,6,8.60000038146973,2.3,GR1,0,0,0.00329427960870354,OK
100,6,8.60000038146973,2.4,GR1,0,0,0.00332841478981893,OK
100,6,8.60000038146973,2.5,GR1,0,0,0.00342422542779497,OK
100,6,8.60000038146973,2.6,GR1,0,0,0.00356943692646172,OK
100,6,8.60000038146973,2.7,GR1,0,0,0.00374920103068821,OK
100,6,8.60000038146973,2.8,GR1,0,0,0.00395076817438578,OK
100,6,8.60000038146973,2.9,GR1,0,0,0.00416482164649101,OK
100,6,8.60000038146973,3,GR1,0,0,0.00437713392750028,OK
100,6,8.60000038146973,3.1,GR1,0,0,0.00457999917335772,OK
100,6,8.60000038146973,3.2,GR1,0,0,0.00476804783180795,OK
100,6,8.60000038146973,3.3,GR1,0,0,0.00493791200678173,OK
100,6,8.60000038146973,3.4,GR1,0,0,0.00508823526017455,OK
