Tag rete,Ikssmin [kA],Sgn_eff [MVA],H [s],Generatore,Out_of_step,_VRT,min_diff,Output
100,3,1.10000002384186,3.9,GR1,0,1,-0.000567946774885142,OK
100,3,1.10000002384186,4,GR1,0,1,-0.000548901085015818,OK
100,3,1.10000002384186,4.1,GR1,0,1,-0.000538740696808704,OK
100,3,1.10000002384186,4.2,GR1,0,1,-0.000544532666185482,OK
100,3,1.10000002384186,4.3,GR1,0,1,-0.000550311070956044,OK
100,3,1.10000002384186,4.4,GR1,0,1,-0.000558567152103007,OK
100,3,1.10000002384186,4.5,GR1,0,1,-0.000562633749099484,OK
100,3,1.10000002384186,4.6,GR1,0,1,-0.000569242173268258,OK
100,3,1.10000002384186,4.7,GR1,0,1,-0.000572672796136597,OK
100,3,1.10000002384186,4.8,GR1,0,1,-0.000574154648093184,OK
100,3,1.10000002384186,4.9,GR1,0,1,-0.000572888758969325,OK
100,3,1.10000002384186,5,GR1,0,1,-0.00056883551956366,OK
100,3,1.60000002384186,0.1,GR1,1,0,0.00494029446824129,NO
100,3,1.60000002384186,0.2,GR1,1,0,0.00428013457468657,NO
100,3,1.60000002384186,0.3,GR1,0,0,0.00509184603953539,OK
100,3,1.60000002384186,0.4,GR1,0,0,0.00490224399964911,OK
100,3,1.60000002384186,0.5,GR1,0,0,0.00489785211639693,OK
100,3,1.60000002384186,0.6,GR1,0,0,0.00477702525088142,OK
100,3,1.60000002384186,0.7,GR1,0,0,0.00458594594831285,OK
100,3,1.60000002384186,0.8,GR1,0,0,0.00446849530830251,OK
100,3,1.60000002384186,0.9,GR1,0,0,0.00438744408215064,OK
100,3,1.60000002384186,1,GR1,0,0,0.0043210053460816,OK
100,3,1.60000002384186,1.1,GR1,0,0,0.00426612273857518,OK
100,3,1.60000002384186,1.2,GR1,0,0,0.00422790671572326,OK
100,3,1.60000002384186,1.3,GR1,0,0,0.00420728762295186,OK
100,3,1.60000002384186,1.4,GR1,0,0,0.00419338307705519,OK
100,3,1.60000002384186,1.5,GR1,0,0,0.00417596017999211,OK
100,3,1.60000002384186,1.6,GR1,0,0,0.00415291327588829,OK
100,3,1.60000002384186,1.7,GR1,0,0,0.00412997631382861,OK
100,3,1.60000002384186,1.8,GR1,0,0,0.00411290270899356,OK
100,3,1.60000002384186,1.9,GR1,0,0,0.00410328864198317,OK
100,3,1.60000002384186,2,GR1,0,0,0.00409887347185245,OK
100,3,1.60000002384186,2.1,GR1,0,0,0.0040959519253998,OK
100,3,1.60000002384186,2.2,GR1,0,0,0.00408972182420986,OK
100,3,1.60000002384186,2.3,GR1,0,0,0.0040756885798312,OK
100,3,1.60000002384186,2.4,GR1,0,0,0.0040502478837382,OK
100,3,1.60000002384186,2.5,GR1,0,0,0.00401314589602642,OK
100,3,1.60000002384186,2.6,GR1,0,0,0.00396608493880057,OK
100,3,1.60000002384186,2.7,GR1,0,0,0.00391333730173349,OK
100,3,1.60000002384186,2.8,GR1,0,0,0.00385967595192072,OK
100,3,1.60000002384186,2.9,GR1,0,0,0.00380980060432967,OK
100,3,1.60000002384186,3,GR1,0,0,0.00376612072797378,OK
100,3,1.60000002384186,3.1,GR1,0,0,0.00373307223915142,OK
100,3,1.60000002384186,3.2,GR1,0,0,0.00371191356499423,OK
100,3,1.60000002384186,3.3,GR1,0,0,0.00370224474086889,OK
100,3,1.60000002384186,3.4,GR1,0,0,0.0037042127649034,OK
100,3,1.60000002384186,3.5,GR1,0,0,0.00371621876939954,OK
100,3,1.60000002384186,3.6,GR1,0,0,0.00373717459810852,OK
100,3,1.60000002384186,3.7,GR1,0,0,0.00376540448828344,OK
100,3,1.60000002384186,3.8,GR1,0,0,0.00379976082091449,OK
100,3,1.60000002384186,3.9,GR1,0,0,0.00383906003786705,OK
100,3,1.60000002384186,4,GR1,0,0,0.00388294829159563,OK
100,3,1.60000002384186,4.1,GR1,0,0,0.00393030027896157,OK
100,3,1.60000002384186,4.2,GR1,0,0,0.00397974820999136,OK
100,3,1.60000002384186,4.3,GR1,0,0,0.00403149323698748,OK
100,3,1.60000002384186,4.4,GR1,0,0,0.00408369520640839,OK
100,3,1.60000002384186,4.5,GR1,0,0,0.00413637573562542,OK
100,3,1.60000002384186,4.6,GR1,0,0,0.00418880664938703,OK
100,3,1.60000002384186,4.7,GR1,0,0,0.00423970349324532,OK
100,3,1.60000002384186,4.8,GR1,0,0,0.0042881117436977,OK
100,3,1.60000002384186,4.9,GR1,0,0,0.00433338276727735,OK
100,3,1.60000002384186,5,GR1,0,0,0.00437458273542568,OK
